category,title,description,og:url,start_time,end_time,latitude,longitude,image,event_id,category_ai,category_1,category_2,category_3
Health & Fitness,Color Kundalini Yoga - Energize SATURDAYS 8:30 am-9:30 am,Chakra Balancing Kundalini,https://www.eventbrite.com/e/color-kundalini-yoga-energize-saturdays-830-am-930-am-tickets-1320154119509,2025-04-16T16:00:00-04:00,2025-10-25 09:30:00-04:00,40.6781049,-73.9624829,https://cdn.evbuc.com/images/1069508143/186592017671/1/logo.20250709-011530,1320154119509,"Health & Fitness, Community & Culture, Education",Health & Fitness,Community & Culture,Education
Health & Fitness,The 10th Annual Sweat Fete Pink Awareness Health & Fitness Event,Breast Cancer Awareness Event,https://www.eventbrite.com/e/the-10th-annual-sweat-fete-pink-awareness-health-fitness-event-tickets-1668883789339,2025-10-04T12:00:00-04:00,2025-10-04 16:00:00-04:00,40.6379063,-73.938164,https://cdn.evbuc.com/images/1115456583/137452747869/1/logo.20250905-154444,1668883789339,"Health & Fitness, Charity & Social Causes, Community & Culture",Health & Fitness,Charity & Social Causes,Community & Culture
Health & Fitness,"Williamsburg Wellness Fair:Local brands, Expert-led panels, Health services","Your fall wellness reset starts here - discover NYCs best wellness brands, connect with your community, and kickstart your fall routine.",https://www.eventbrite.com/e/williamsburg-wellness-fairlocal-brands-expert-led-panels-health-services-tickets-1617757499229,2025-10-07T17:00:00-04:00,2025-10-07 20:30:00-04:00,40.721049,-73.9581196,https://cdn.evbuc.com/images/1114336523/105525063661/1/logo.20250904-154854,1617757499229,"Health & Fitness, Community & Culture, Home & Lifestyle",Health & Fitness,Community & Culture,Home & Lifestyle
Health & Fitness,DAYBREAKER NYC // HEATWAVE // NOV 14,WELCOME TO HEATWAVE — HALF NAKED. FULLY ALIVE.,https://www.eventbrite.com/e/daybreaker-nyc-heatwave-nov-14-tickets-1342756122709,2025-11-14T21:00:00-05:00,2025-11-15 00:00:00-05:00,40.7403905,-73.9923962,https://cdn.evbuc.com/images/1018293343/570162754513/1/logo.20250428-160904,1342756122709,"Music, Nightlife & Parties, Community & Culture",Music,Nightlife & Parties,Community & Culture
Health & Fitness,Life In The Pause Festival 2025,A celebration of the menopausal journey!,https://www.eventbrite.com/e/life-in-the-pause-festival-2025-tickets-1237405415909,2025-10-25T10:00:00-04:00,2025-10-25 18:00:00-04:00,40.7521578,-74.00003230000002,https://cdn.evbuc.com/images/1034124893/1583232195263/1/logo.20250519-162449,1237405415909,"Community & Culture, Health & Fitness, Education",Community & Culture,Health & Fitness,Education
Health & Fitness,Healthy Habits A Family Fitness Event,"A family friendly fitness event for all ages.  Open workouts, health screenings, prizes, contests, raffles, and much more!!",https://www.eventbrite.com/e/healthy-habits-a-family-fitness-event-tickets-1633154371689,2025-10-04T11:00:00-04:00,2025-10-04 16:00:00-04:00,40.8658402,-73.9276296,https://cdn.evbstatic.com/s3-build/prod/18002481061-rc2025-09-25_20.04-py27-480e239/django/images/logos/eb_orange_on_white_1200x630.png,1633154371689,"Health & Fitness
Community & Culture
Charity & Social Causes",Health & Fitness,,
Health & Fitness,NYSCA Gotham GALA,The Signature Gala for Manhattan D1 Elite Doctors — A Celebration of Excellence on Fifth Avenue.,https://www.eventbrite.com/e/nysca-gotham-gala-tickets-1219572697769,2025-10-09T18:45:00-04:00,2025-10-09 22:00:00-04:00,40.7343498,-73.9945822,https://cdn.evbuc.com/images/1110538653/2589130178771/1/logo.20250901-125831,1219572697769,"Charity & Social Causes, Community & Culture, Health & Fitness",Charity & Social Causes,Community & Culture,Health & Fitness
Health & Fitness,Pour Into Her: A Womens Well Giving Circle Wellness Mixer,Join us for an evening of community and collective care at Pour Into Her: A wellness fundraiser  for The Womens Well Giving Circle,https://www.eventbrite.com/e/pour-into-her-a-womens-well-giving-circle-wellness-mixer-tickets-1661814986359,2025-10-03T18:30:00-04:00,2025-10-03 20:00:00-04:00,40.6916209,-73.9480031,https://cdn.evbuc.com/images/1114277663/118873509253/1/logo.20250904-150545,1661814986359,"Community & Culture, Health & Fitness, Charity & Social Causes",Community & Culture,Health & Fitness,Charity & Social Causes
Health & Fitness,The Warrior Circle with Jeanie Coomber,A small circle of business leaders who come together to share wisdom and stories without fear of judgement or criticism.,https://www.eventbrite.com/e/the-warrior-circle-with-jeanie-coomber-tickets-1631668647849,2025-10-09T18:30:00-04:00,2025-10-09 21:00:00-04:00,40.714315,-74.007766,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F750496399%2F273576604160%2F1%2Foriginal.20240423-163411?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C94%2C3000%2C1500&s=0620fa7a3a483a17c75c122eefc190e6,1631668647849,"Business, Community & Culture, Education",Business,Community & Culture,Education
Health & Fitness,CENTRAL PARK SOCIAL WALK 2025 | Ages 50s & Over,"Join us for a leisurely stroll through Central Park, meeting new friends and enjoying the fresh air - all for ages 50s & over!",https://www.eventbrite.com/e/central-park-social-walk-2025-ages-50s-over-tickets-1560210965999,2025-08-17T12:00:00-04:00,2025-12-28 13:30:00-05:00,40.7722597,-73.97768959999999,https://cdn.evbuc.com/images/1089084543/1385739657363/1/logo.20250805-221654,1560210965999,"Community & Culture, Health & Fitness, Dating",Community & Culture,Health & Fitness,Dating
Health & Fitness,Queer Mens Grief and Healing Circle,A weekly peer-led space in New York City for queer men to grieve and heal in community.,https://www.eventbrite.com/e/queer-mens-grief-and-healing-circle-tickets-1574464739419,2025-08-26T19:00:00-04:00,2025-10-21 20:30:00-04:00,40.7654268,-73.9838278,https://cdn.evbuc.com/images/1092320033/88220497729/1/logo.20250810-163954,1574464739419,"Community & Culture, Health & Fitness, Charity & Social Causes",Community & Culture,Health & Fitness,Charity & Social Causes
Health & Fitness,Charity Sound Healing,A meditative sound journey in support of Liberty Ukraine Foundation,https://www.eventbrite.com/e/charity-sound-healing-tickets-1735403561769,2025-10-05T17:00:00-04:00,2025-10-05 19:00:00-04:00,40.6945863,-73.99428019999999,https://cdn.evbuc.com/images/1132999583/342041038765/1/logo.20250923-180933,1735403561769,"Charity & Social Causes, Music, Health & Fitness",Charity & Social Causes,Music,Health & Fitness
Health & Fitness,A Little Unwell,A circus variety show dedicated to raising awareness and breaking the stigma around mental health.,https://www.eventbrite.com/e/a-little-unwell-tickets-1595128685839,2025-10-10T19:30:00-04:00,2025-10-11 16:00:00-04:00,40.7134273,-73.9549377,https://cdn.evbuc.com/images/1101095633/10132638421/1/logo.20250820-210208,1595128685839,"Comedy & Performance, Charity & Social Causes, Community & Culture",Comedy & Performance,Charity & Social Causes,Community & Culture
Health & Fitness,Sanctuary Sounds: A series of meditative sound baths,"Come unwind and recharge your spirit with soothing sounds at Sanctuary Sounds, a series of meditative sound baths.",https://www.eventbrite.com/e/sanctuary-sounds-a-series-of-meditative-sound-baths-tickets-1618071016969,2025-09-07T19:00:00-04:00,2025-12-21 20:30:00-05:00,40.7753752,-73.9581623,https://cdn.evbuc.com/images/1101881143/2477102969481/1/logo.20250821-171204,1618071016969,"Health & Fitness
Community & Culture
Music",Health & Fitness,,
Health & Fitness,Gong Immersion Sound Voyage with Judith KRM,Get ready to be transported to another realm with Judith KRMs magical Gong Immersion Sound Voyage experience!,https://www.eventbrite.com/e/gong-immersion-sound-voyage-with-judith-krm-tickets-1407633512729,2025-10-25T18:00:00-04:00,2025-10-25 19:30:00-04:00,40.7508249,-73.93720979999999,https://cdn.evbuc.com/images/1049979843/256424361076/1/logo.20250610-170308,1407633512729,"Health & Fitness, Music, Community & Culture",Health & Fitness,Music,Community & Culture
Health & Fitness,Drumming is healing,"Join us every Monday 
at 7:30pm at Issyra Gallery presents Drumming is healing. Jamming with Ngor - Live West African Dance  and drum cla",https://www.eventbrite.com/e/drumming-is-healing-tickets-1210036705359,2025-01-20T19:30:00-05:00,2025-12-29 20:30:00-05:00,40.736467,-74.0356041,https://cdn.evbuc.com/images/939541603/214364558059/1/logo.20250119-212400,1210036705359,"Community & Culture, Health & Fitness, Music",Community & Culture,Health & Fitness,Music
Health & Fitness,Restorative Sound Bath,Bestow the body a moment of peace  as we journey through a tranquil soundscape.,https://www.eventbrite.com/e/restorative-sound-bath-tickets-1693968498379,2025-09-30T20:00:00-04:00,2025-09-30 21:00:00-04:00,40.7369675,-74.0689219,https://cdn.evbuc.com/images/1092908123/2814677343941/1/logo.20250811-151247,1693968498379,"Health & Fitness, Music, Community & Culture",Health & Fitness,Music,Community & Culture
Health & Fitness,"Brooklyn Whine and W3rk (Fitness Fete Superbowl) ""Rude Bai Edition""",THE WORLDS MOST ELECTRIFYING CARIBBEAN DANCE FITNESS CLASS KNOWN AS WHINE & W3RK IS COMING TO YOUR CITY,https://www.eventbrite.com/e/brooklyn-whine-and-w3rk-fitness-fete-superbowl-rude-bai-edition-tickets-1337935674619,2025-10-04T10:30:00-04:00,2025-10-04 13:00:00-04:00,40.6502272,-74.0235644,https://cdn.evbuc.com/images/903500273/143635364342/1/logo.20241121-003525,1337935674619,"Health & Fitness, Community & Culture, Music",Health & Fitness,Community & Culture,Music
Health & Fitness,SPINNY IN NYC,"GET READY FOR A CULTURAL CARDIO EXPERIENCE LIKE NO OTHER, AS SPINNY RETURNS TO NYC!",https://www.eventbrite.com/e/spinny-in-nyc-tickets-1368977631949,2025-10-02T19:00:00-04:00,2025-10-02 21:00:00-04:00,40.6774413,-73.9342119,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1096620423%2F77351598307%2F1%2Foriginal.20250815-113601?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C50%2C1600%2C800&s=8fffefa450d6de86fe71324c558d9274,1368977631949,"Music
Community & Culture
Nightlife & Parties",Health & Fitness,,
Health & Fitness,Free Summer Wellness Series | BlissIn Out  w/ Nika Antuanette & Jeremy Cone,"Whether youre looking to stretch, reset your mind, or simply relax, the series provides a peaceful and inviting environment for all levels.",https://www.eventbrite.com/e/free-summer-wellness-series-blissin-out-w-nika-antuanette-jeremy-cone-tickets-1325963385179,2025-10-12T14:00:00-04:00,2025-10-12 15:00:00-04:00,40.7475616,-73.9544299,https://cdn.evbuc.com/images/1009755443/437892789936/1/logo.20250415-203345,1325963385179,"Health & Fitness, Community & Culture, Education",Health & Fitness,Community & Culture,Education
Health & Fitness,Pre/Postnatal and Pelvic Floor Workshop,Join us for a hands-on workshop focusing on pre/postnatal care and pelvic floor health. Lets get you feeling strong and supported,https://www.eventbrite.com/e/prepostnatal-and-pelvic-floor-workshop-tickets-1635241032949,2025-10-16T19:00:00-04:00,2025-10-16 20:30:00-04:00,40.7008781,-73.9881766,https://cdn.evbuc.com/images/1108628983/2636194851341/1/logo.20250829-131124,1635241032949,"Health & Fitness, Education, Home & Lifestyle",Health & Fitness,Education,Home & Lifestyle
Music,Refuge Grand Opening Marathon Sept 27-28,"Refuge Saturday nights that go well into Sunday...
~Before, During, After~",https://www.eventbrite.com/e/refuge-grand-opening-marathon-sept-27-28-tickets-1424810288929,2025-09-27T22:00:00-04:00,2025-09-28 22:00:00-04:00,40.7116619,-73.93545499999999,https://cdn.evbuc.com/images/1136881313/2887560771471/1/logo.20250926-214148,1424810288929,"Refuge Saturday nights that go well into Sunday:
*   Nightlife & Parties
*   Music
*   Community & Culture

Refuge Grand Opening Marathon Sept 27-28:
*   Community & Culture
*   Music
*   Nightlife & Parties",Music,,
Music,"salute: infinite passion w/ AceMo, Demuir + more - Elsewhere Presents","salute & friends @ 154 Scott Ave in Brooklyn on 9.27! Tickets start at $30 • 10:00pm • 21+ | Genre: Electronic, Pop, Dance",https://www.eventbrite.com/e/salute-infinite-passion-w-acemo-demuir-more-elsewhere-presents-tickets-1636131335869,2025-09-27T22:00:00-04:00,2025-09-28 04:00:00-04:00,40.7119835,-73.9235261,https://cdn.evbuc.com/images/1108143833/2569518370411/1/logo.20250828-212600,1636131335869,"Nightlife & Parties, Music, Electronic",Nightlife & Parties,Music,
Music,NEW YORK BOLLYWOOD VOGUE @BOATHOUSE ROOFTOP,"An upscale Bollywood experience with stunning 360 degree views, at the newest Rooftop of Astoria!",https://www.eventbrite.com/e/new-york-bollywood-vogue-boathouse-rooftop-tickets-1712417148789,2025-09-27T22:00:00-04:00,2025-09-28 03:00:00-04:00,40.7572887,-73.9205807,https://cdn.evbuc.com/images/1127540013/889273663133/1/logo.20250917-214456,1712417148789,"Music
Nightlife & Parties
Community & Culture",Music,,
Music,Reggae vs Soca at Polygon: Free entry with RSVP,"Reggae vs Soca  at Polygon BK on Saturday, Sept 27th! Saturday Night Live vibes with complimentary drinks & Free entry w/ RSVP!",https://www.eventbrite.com/e/reggae-vs-soca-at-polygon-free-entry-with-rsvp-tickets-1564018103249,2025-09-27T23:00:00-04:00,2025-09-28 04:00:00-04:00,40.7154812,-73.9341108,https://cdn.evbuc.com/images/1132604573/165609966285/1/logo.20250923-131943,1564018103249,"Music, Nightlife & Parties, Community & Culture",Music,Nightlife & Parties,Community & Culture
Music,DJ Habibeats: Culture Shock Elsewhere - Day & Night Takeover,"Club night w/ DJ Habibeats @ Elsewhere in Bushwick on 9.27! Tickets start at $35 • 4:00pm • 21+ | Genre: Dance, HipHop, House, SWANA, Arab",https://www.eventbrite.com/e/dj-habibeats-culture-shock-elsewhere-day-night-takeover-tickets-1496319695489,2025-09-27T16:00:00-04:00,2025-09-28 04:00:00-04:00,40.709411,-73.923169,https://cdn.evbuc.com/images/1128274463/2569518370411/1/logo.20250918-154812,1496319695489,"Nightlife & Parties, Music, Community & Culture",Nightlife & Parties,Music,Community & Culture
Music,Rum + Pum Pum Shorts,"NYCs favorite dance party for Soca, Dancehall, Afrobeats, Reggae, and more!",https://www.eventbrite.com/e/rum-pum-pum-shorts-tickets-1677066764839,2025-09-28T16:00:00-04:00,2025-09-28 21:00:00-04:00,40.718558,-73.98933299999999,https://cdn.evbuc.com/images/1117777163/32802431877/1/logo.20250908-175900,1677066764839,"Music, Nightlife & Parties, Community & Culture",Music,Nightlife & Parties,Community & Culture
Music,PIPES: Stephen Tharp,"Reimagining iconic orchestral pieces, a master transforms the organ into a symphonic force.",https://www.eventbrite.com/e/pipes-stephen-tharp-tickets-1559550229719,2025-10-07T18:00:00-04:00,2025-10-07 19:00:00-04:00,40.7078931,-74.0117901,https://cdn.evbuc.com/images/1090721353/2183300615243/1/logo.20250807-184312,1559550229719,Music,Music,,
Music,Resonance of Freedom (NYC),Resonance of Freedom (NYC),https://www.eventbrite.com/e/resonance-of-freedom-nyc-tickets-1554084321039,2025-10-05T17:00:00-04:00,2025-10-05 18:45:00-04:00,40.7560527,-73.98452999999999,https://cdn.evbuc.com/images/1113862093/202299978054/1/logo.20250904-045331,1554084321039,"Okay, I understand. I will only return the tags, and I will limit them to a maximum of three.",Music,,
Music,Rooftop Vybz at Polygon: Free entry with RSVP,"Rooftop Vybz at Polygon BK on Saturday, October 11! Saturday Night Live vibes with complimentary drinks & Free entry w/ RSVP!",https://www.eventbrite.com/e/rooftop-vybz-at-polygon-free-entry-with-rsvp-tickets-1582676591289,2025-10-11T23:00:00-04:00,2025-10-12 04:00:00-04:00,40.7154812,-73.9341108,https://cdn.evbuc.com/images/1111980343/165609966285/1/logo.20250902-183602,1582676591289,"Nightlife & Parties, Music, Food & Drink",Nightlife & Parties,Music,Food & Drink
Music,Refuge Saturday Night [10/4],"Refuge Saturday nights that go well into Sunday...
~Before, During, After~",https://www.eventbrite.com/e/refuge-saturday-night-104-tickets-1428749400919,2025-10-04T22:00:00-04:00,2025-10-05 10:00:00-04:00,40.7116619,-73.93545499999999,https://cdn.evbuc.com/images/1128753593/2887560771471/1/logo.20250918-225407,1428749400919,"Nightlife & Parties
Music
Community & Culture",Music,,
Charity & Social Causes,Fourth Annual Tailgate for Autism,Come watch some college football for a great cause!,https://www.eventbrite.com/e/fourth-annual-tailgate-for-autism-tickets-1545800614249,2025-10-04T15:00:00-04:00,2025-10-04 18:00:00-04:00,40.7711833,-73.9562997,https://cdn.evbuc.com/images/1085014413/136252426023/1/logo.20250731-005157,1545800614249,"Charity & Social Causes, Food & Drink, Community & Culture",Charity & Social Causes,Food & Drink,Community & Culture
Charity & Social Causes,Cocktail Reception marking 100 years of helping children,Get ready to raise a glass and celebrate with us at the RCWS  Cocktail Reception!,https://www.eventbrite.com/e/cocktail-reception-marking-100-years-of-helping-children-tickets-1661246706619,2025-10-09T18:00:00-04:00,2025-10-09 21:00:00-04:00,40.769161,-73.964893,https://cdn.evbuc.com/images/1114359663/4513746590/1/logo.20250904-160210,1661246706619,"Food & Drink, Charity & Social Causes, Community & Culture",Food & Drink,Charity & Social Causes,Community & Culture
Charity & Social Causes,TEAM NEXTGEN RODEO 2025,"Come rage with us at the Team NextGen Rodeo. Boots on, drinks in hand, music up — all to raise money in the fight against cancer.",https://www.eventbrite.com/e/team-nextgen-rodeo-2025-tickets-1591308359139,2025-10-11T14:30:00-04:00,2025-10-11 19:30:00-04:00,40.7224678,-74.0048128,https://cdn.evbuc.com/images/1096171103/2862760304981/1/logo.20250814-201135,1591308359139,"Charity & Social Causes, Music, Community & Culture",Charity & Social Causes,Music,Community & Culture
Charity & Social Causes,Red River  New York Chapter 100th Anniversary Fundraiser - Horns Hook,Wristbands needed for entry to Horns Hook for TX-OU Game. Wristbands include all you can drink TX bevs kickoff to end of game plus 1 app.,https://www.eventbrite.com/e/red-river-new-york-chapter-100th-anniversary-fundraiser-horns-hook-tickets-1669609891129,2025-10-11T15:30:00-04:00,2025-10-11 19:00:00-04:00,40.7748192,-73.9511502,https://cdn.evbuc.com/images/1115660953/321533377023/1/logo.20250905-183902,1669609891129,"Food & Drink, Charity & Social Causes, Community & Culture",Food & Drink,Charity & Social Causes,Community & Culture
Charity & Social Causes,BBBS Leadership Councils Annual Fundraiser & Networking Mixer!,"Network for a cause! Join us Oct 1 at The Ashford in Jersey City to support Big Brothers Big Sisters of Essex, Hudson & Union Counties.",https://www.eventbrite.com/e/bbbs-leadership-councils-annual-fundraiser-networking-mixer-tickets-1670397195979,2025-10-01T18:00:00-04:00,2025-10-01 20:30:00-04:00,40.7204381,-74.04410759999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F826231249%2F107749550829%2F1%2Foriginal.20240813-174219?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C22%2C1914%2C957&s=e9ed02dc87e92099216a43723711b7af,1670397195979,"Charity & Social Causes, Business, Community & Culture",Charity & Social Causes,Business,Community & Culture
Charity & Social Causes,Disco Party Fundraiser,Its time to dance again at the best disco in Alphabet City!   Frankie Paradise does all the spinning of your favorites!,https://www.eventbrite.com/e/disco-party-fundraiser-tickets-1732684188049,2025-10-03T18:00:00-04:00,2025-10-03 22:00:00-04:00,40.7298212,-73.98048539999999,https://cdn.evbuc.com/images/1134270763/1095669823143/1/logo.20250924-174228,1732684188049,"Nightlife & Parties, Music, Charity & Social Causes",Nightlife & Parties,Music,Charity & Social Causes
Charity & Social Causes,Kellys Angels Calling All Angels Gala,A gala celebrating 15 years of Kelly’s Angels!,https://www.eventbrite.com/e/kellys-angels-calling-all-angels-gala-tickets-1076629390489,2025-10-11T18:00:00-04:00,2025-10-11 23:00:00-04:00,43.0846734,-73.782985,https://cdn.evbuc.com/images/1126291643/109069854711/1/logo.20250916-221826,1076629390489,"Charity & Social Causes
Community & Culture
Nightlife & Parties",Charity & Social Causes,,
Charity & Social Causes,21st Annual Book Lovers Ball,"The annual Book Lovers Ball will be held at Treleaven Winery on Friday, October 3rd at 6 pm.",https://www.eventbrite.com/e/21st-annual-book-lovers-ball-tickets-1597760156639,2025-10-03T18:00:00-04:00,2025-10-03 22:00:00-04:00,42.6502467,-76.6346439,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F808307339%2F225139163008%2F1%2Foriginal.20240715-234543?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=2%2C87%2C636%2C318&s=2406b57cee312568192b6b0f7a5bacdf,1597760156639,"Community & Culture, Food & Drink, Charity & Social Causes",Community & Culture,Food & Drink,Charity & Social Causes
Charity & Social Causes,2025 BRC Champions Benefit,"Every ticket includes an open bar, passed hors d’oeuvres and dessert, and a ticket for the on-site raffle!",https://www.eventbrite.com/e/2025-brc-champions-benefit-tickets-1601913870509,2025-10-23T19:00:00-04:00,2025-10-23 22:00:00-04:00,40.74217109999999,-74.00352199999999,https://cdn.evbuc.com/images/1099883783/2868668474681/1/logo.20250819-185608,1601913870509,"Charity & Social Causes, Food & Drink, Nightlife & Parties",Charity & Social Causes,Food & Drink,Nightlife & Parties
Charity & Social Causes,"Bourbon, Brews & Blues","Join Inwood Art Works for a sensational evening of smooth bourbon, unlimited local craft brews, and dancing to live blues.",https://www.eventbrite.com/e/bourbon-brews-blues-tickets-1485160126919,2025-09-28T16:00:00-04:00,2025-09-28 19:00:00-04:00,40.8636863,-73.9263967,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F593268479%2F242260476087%2F1%2Foriginal.20230908-112720?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C5%2C1200%2C600&s=551f3f811e0057c6757a77809c68085a,1485160126919,"Food & Drink
Music
Nightlife & Parties",Charity & Social Causes,,
Charity & Social Causes,6th Annual Chefs Take a Stand Against Domestic Violence Fundraiser,Sample delicious dishes from local leaders and vote for the best! All proceeds benefit YWCA Cortlands Aid to Victims of Violence Program.,https://www.eventbrite.com/e/6th-annual-chefs-take-a-stand-against-domestic-violence-fundraiser-tickets-1571749347609,2025-10-01T18:00:00-04:00,2025-10-01 20:00:00-04:00,42.5123809,-76.1474954,https://cdn.evbuc.com/images/1094105113/1684022311693/1/logo.20250812-191112,1571749347609,"Food & Drink, Charity & Social Causes, Community & Culture",Food & Drink,Charity & Social Causes,Community & Culture
Charity & Social Causes,Our Grief is Not a Cry for War by Jeremy Varon with Liza Featherstone,Jeremy Varons original history of the popular movement  against the War on Terror.,https://www.eventbrite.com/e/our-grief-is-not-a-cry-for-war-by-jeremy-varon-with-liza-featherstone-tickets-1648669016409,2025-10-06T18:00:00-04:00,2025-10-06 20:00:00-04:00,40.7435735,-73.9891809,https://cdn.evbuc.com/images/1113393733/183401161946/1/logo.20250903-191108,1648669016409,"Charity & Social Causes
Community & Culture
Education",Charity & Social Causes,,
Charity & Social Causes,Womens Empowerment Forum Sisters Lifting Sisters LIVE,"Get ready for a powerful day of support, inspiration, and connection as we come together to lift each other up at the Womens Empowerment Fo",https://www.eventbrite.com/e/womens-empowerment-forum-sisters-lifting-sisters-live-tickets-1648864942429,2025-10-11T14:00:00-04:00,2025-10-11 17:00:00-04:00,40.6491552,-73.90479289999999,https://cdn.evbuc.com/images/1110167183/272607960790/1/logo.20250901-000055,1648864942429,"Community & Culture, Charity & Social Causes, Business",Community & Culture,Charity & Social Causes,Business
Charity & Social Causes,Breast Cancer Awareness Walk Presented by Zazou Experience United,"Join us at Prospect Park for a meaningful walk to support Breast Cancer Awareness, presented by Zazou Experience United!",https://www.eventbrite.com/e/breast-cancer-awareness-walk-presented-by-zazou-experience-united-tickets-1704715763739,2025-10-12T09:00:00-04:00,2025-10-12 12:00:00-04:00,40.65477080000001,-73.9615373,https://cdn.evbuc.com/images/1125300113/276813666080/1/logo.20250916-064915,1704715763739,"Health & Fitness, Charity & Social Causes, Community & Culture",Health & Fitness,Charity & Social Causes,Community & Culture
Charity & Social Causes,"Building Resilient Nonprofits: Capacity, Culture & Change","Change is constant—and for nonprofits, its not a challenge to endure, but an opportunity to lead.",https://www.eventbrite.com/e/building-resilient-nonprofits-capacity-culture-change-tickets-1680654636259,2025-10-07T09:00:00-04:00,2025-10-07 13:00:00-04:00,40.7244286,-74.0609671,https://cdn.evbuc.com/images/1118937423/256842712177/1/logo.20250909-161649,1680654636259,"Charity & Social Causes
Business
Education",Charity & Social Causes,,
Charity & Social Causes,SFLIC Volunteer Day: Late Summer Series,"Help us process crops, plant and sow for fall harvest, and maintain and improve our beautiful farm space!",https://www.eventbrite.com/e/sflic-volunteer-day-late-summer-series-tickets-1557721670449,2025-09-28T10:00:00-04:00,2025-09-28 12:00:00-04:00,40.7518888,-73.9253836,https://cdn.evbuc.com/images/1088086983/2420138973341/1/logo.20250804-205205,1557721670449,"Community & Culture, Charity & Social Causes, Home & Lifestyle",Community & Culture,Charity & Social Causes,Home & Lifestyle
Education,Meet Your Green Neighbors: Kid-Friendly Tour,Join expert guide Matthew Wills for a family-friendly afternoon of seeking out the tiny life forms that your favorite birds eat.,https://www.eventbrite.com/e/meet-your-green-neighbors-kid-friendly-tour-tickets-1568650087639,2025-10-12T11:00:00-04:00,2025-10-12 12:30:00-04:00,40.6579777,-73.9940634,https://cdn.evbuc.com/images/1091073533/2829258341421/1/logo.20250808-033904,1568650087639,"Education, STEM, Community & Culture",Education,STEM,Community & Culture
Education,ЛИТЕРАТУРНАЯ ЭКСКУРСИЯ по Центральному парку с Ольгой Бухиной. 7+,"Пройдемся по парку, вспомним любимую европейскую классику, посмотрим на те места, где происходили события, описанные в любимых книгах",https://www.eventbrite.com/e/7-tickets-1730722971999,2025-10-04T00:00:00-04:00,2025-10-04 14:00:00-04:00,40.7876659,-73.97570259999999,https://cdn.evbuc.com/images/1131509533/2739322436311/1/logo.20250922-155455,1730722971999,"Community & Culture, Education, Music",Community & Culture,Education,Music
Education,A Central Park Bird Adventure for Kids with Steph!,"A quirky bird scavenger hunt for kids led by the podcast host of That Quirky Bird Girl! Play, learn, explore, and enjoy nature!✨",https://www.eventbrite.com/e/a-central-park-bird-adventure-for-kids-with-steph-tickets-1379380045849,2025-05-28T10:00:00-04:00,2025-10-04 11:30:00-04:00,40.7743214,-73.97088289999999,https://cdn.evbuc.com/images/1038494283/2537102446281/1/logo.20250525-134541,1379380045849,"Community & Culture, Education, STEM",Community & Culture,Education,STEM
Education,Bugging Out! Kid-Friendly Tour,Join expert guide Matthew Wills for a family-friendly afternoon of seeking out the tiny life forms that your favorite birds eat.,https://www.eventbrite.com/e/bugging-out-kid-friendly-tour-tickets-1568645463809,2025-09-28T11:00:00-04:00,2025-09-28 12:30:00-04:00,40.6579777,-73.9940634,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1091062333%2F2829258341421%2F1%2Foriginal.20250808-031744?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C341%2C684%2C342&s=76f17958cef73c27dad52e54589b35e8,1568645463809,"Education, STEM, Community & Culture",Education,STEM,Community & Culture
Education,Compass Charter School Tour/Info Session,"Join us for a tour of Compass, a Pre-K through 5th grade public school, located in Fort Greene, Brooklyn. Middle school coming fall 2026!",https://www.eventbrite.com/e/compass-charter-school-tourinfo-session-tickets-1665445124199,2025-09-30T09:30:00-04:00,2026-03-31 10:30:00-04:00,40.6885037,-73.9713999,https://cdn.evbuc.com/images/848017729/88630193665/1/logo.20240911-210339,1665445124199,"Education, Community & Culture",Education,Community & Culture,
Education,Wise Wonder Enrichment | Upper East Side Studio | Open House,Come visit our Wise Wonder studio in the Upper East Side and find out more about our programs!,https://www.eventbrite.com/e/wise-wonder-enrichment-upper-east-side-studio-open-house-tickets-1708424727349,2025-09-30T13:00:00-04:00,2025-09-30 16:00:00-04:00,40.7743927,-73.9490004,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F537500469%2F193631074553%2F1%2Foriginal.20230616-165826?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C138%2C2000%2C1000&s=64810c7ccbb53d29604f69c85bc7c834,1708424727349,"Education, Community & Culture",Education,Community & Culture,
